CustomerID,Recency,Frequency,Monetary,Predicted_LTV,Segment
12521.0,143,1,599.68,135.2838271428571,Low
12522.0,39,2,192.72,563.8881852200577,Medium
12523.0,2,13,1745.57,3062.8930374999995,High
12524.0,9,8,4485.72,2601.1375263492055,High
12526.0,1,3,1316.66,729.1812397005758,Medium
12527.0,82,3,348.71000000000004,1577.0847681132757,High
12528.0,9,8,1922.28,2601.1375263492055,High
12530.0,60,5,1623.63,1909.0605200000032,High
12531.0,15,1,125.22,293.5854273346099,Low
12532.0,30,1,349.83000000000004,190.5783705846227,Low
12534.0,131,1,1089.18,839.6853871428565,Medium
12535.0,92,2,716.35,482.61727753968233,Medium
12536.0,8,5,4106.82,2524.958810304695,High
12538.0,29,1,363.95,244.52933310689303,Low
12539.0,22,5,3852.5,1975.2978444913417,High
12540.0,20,19,13309.039999999999,6308.492350000004,High
12541.0,30,3,981.18,1720.6560193398261,High
12544.0,30,2,355.7,732.2930476190476,Medium
12545.0,75,2,1000.39,633.6442724603171,Medium
12546.0,47,3,1141.5,801.750899880952,Medium
12547.0,198,2,207.79999999999998,199.75032190476188,Low
12548.0,166,1,95.19999999999999,121.51500000000013,Low
12550.0,79,1,964.83,347.3500286075039,Low
12551.0,358,1,168.0,351.36029642857153,Low
12552.0,39,2,437.82,563.8881852200577,Medium
12553.0,8,14,3652.25,4030.468626666668,High
12556.0,50,2,603.71,535.3171609157998,Medium
12557.0,16,5,11990.960000000001,3056.5775261904764,High
12558.0,2,2,1.0658141036401503e-14,774.5915332611835,Medium
12559.0,311,3,536.21,503.9625999999995,Medium
12560.0,5,4,2101.39,1268.0520081349196,High
12561.0,303,1,238.85,280.3270833333334,Low
12562.0,8,7,3781.7400000000002,2350.14862766234,High
12564.0,261,1,456.9,386.74224261904754,Low
12565.0,282,2,131.17,216.27126071428563,Low
12566.0,73,2,346.7,474.4915843975468,Medium
12567.0,23,11,9114.94,5799.519894354256,High
12569.0,2,35,4064.9900000000002,12436.12458333333,High
12571.0,40,2,519.61,582.3186928571428,Medium
12572.0,9,3,1004.72,779.0256681798757,Medium
12573.0,227,1,160.54000000000002,289.060779141414,Low
12574.0,316,1,218.45,732.1855714285713,Medium
12576.0,36,6,1306.98,1999.761566666667,High
12577.0,35,4,595.4,772.111837380953,Medium
12578.0,21,4,2753.36,1845.912414047619,High
12579.0,73,3,410.72,1126.5205354761902,Medium
12580.0,247,1,415.7,228.40447182539677,Low
12581.0,40,1,197.71,363.15620193833945,Low
12582.0,239,2,511.36,471.8517170235323,Medium
12583.0,3,18,7187.34,6537.429101904762,High
12584.0,4,18,1893.95,22351.69500833334,High
12585.0,234,4,1982.81,1519.2832599999992,High
12586.0,17,2,179.94000000000003,502.83337844100356,Medium
12587.0,8,1,144.0,196.7294133333333,Low
12588.0,39,1,214.89999999999998,354.3672688455988,Low
12589.0,29,2,646.68,417.4608530999555,Low
12590.0,190,3,9861.38,6324.254060000003,High
12591.0,317,1,452.84999999999997,1051.690610000001,Medium
12592.0,92,2,437.6,482.61727753968233,Medium
12593.0,109,3,418.09999999999997,1361.4670342857146,High
12594.0,38,11,3320.2200000000003,2759.544049999999,High
12596.0,51,2,618.27,1064.0465742099566,Medium
12597.0,19,5,3683.13,1598.8481809126981,High
12598.0,10,9,3002.68,3733.8679798809544,High
12599.0,29,7,1032.58,1641.7858225216455,High
12600.0,29,11,2581.04,2681.7325305952386,High
12601.0,190,6,569.5600000000001,796.5186999999992,Medium
12602.0,59,1,153.12,137.47633444444443,Low
12603.0,22,1,739.1999999999999,399.0458239317218,Low
12604.0,79,2,254.18,541.0551635714288,Medium
12605.0,365,1,-7.5,234.23566608682992,Low
12607.0,58,2,3.552713678800501e-15,645.1082172619048,Medium
12609.0,78,3,1126.85,943.4125616666653,Medium
12610.0,23,7,2057.99,2021.1318709523805,High
12611.0,52,1,1193.32,274.3367339213565,Low
12612.0,58,2,643.59,645.1082172619048,Medium
12613.0,31,6,3218.98,2214.6766645634925,High
12614.0,278,1,315.6,234.1095276190477,Low
12615.0,2,4,2291.19,1221.1680510389615,Medium
12616.0,85,5,657.25,1349.108388174603,High
12617.0,29,1,355.53,244.52933310689303,Low
12618.0,22,1,177.31,399.0458239317218,Low
12619.0,16,13,3214.81,2814.2126266666655,High
12620.0,15,3,1339.41,940.7339714285725,Medium
12621.0,2,23,13612.07,9999.673508333324,High
12622.0,232,1,180.1,367.7678708874459,Low
12623.0,276,1,305.1,237.30474881673882,Low
12624.0,106,2,641.13,427.2789701587306,Low
12625.0,212,3,2614.32,1801.410618333334,High
12626.0,23,13,6388.35,5026.242918333333,High
12627.0,11,7,4478.53,2545.620626244589,High
12628.0,4,4,769.61,1058.1814693542565,Medium
12630.0,10,2,1270.88,606.7831061133312,Medium
12631.0,57,1,640.5,298.0536737509712,Low
12633.0,59,5,2140.63,1448.41416,High
12635.0,90,2,1689.18,1062.3105499999988,Medium
12637.0,67,10,5953.25,1901.3445499999993,High
12638.0,33,1,671.69,1079.4274267568544,Medium
12639.0,239,1,486.1,496.5513034523808,Medium
12640.0,24,3,1174.58,616.131740305528,Medium
12641.0,115,1,185.9,588.7846277777783,Medium
12642.0,25,3,1013.26,808.010199173531,Medium
12643.0,128,6,3344.64,2493.087300000004,High
12644.0,130,1,477.91,1644.457941587302,High
12645.0,34,5,1755.38,1623.3924644047615,High
12646.0,5,2,1346.97,573.1201189749142,Medium
12647.0,22,13,3669.92,3630.601941666669,High
12648.0,155,1,318.05,679.3382442857147,Medium
12649.0,107,4,603.71,725.6937666666665,Medium
12650.0,3,1,314.44,161.8824582539682,Low
12651.0,335,1,114.0,171.76690000000002,Low
12652.0,322,2,914.53,631.0187928571422,Medium
12653.0,149,2,2209.85,709.3437549999995,Medium
12654.0,11,5,601.98,931.2572182539682,Medium
12656.0,17,8,3982.72,6519.966034047608,High
12657.0,11,5,1152.06,931.2572182539682,Medium
12658.0,19,1,686.05,446.83007673322095,Low
12659.0,30,1,91.68,190.5783705846227,Low
12660.0,11,1,245.1,338.29538892032156,Low
12662.0,1,12,3817.08,3427.461992417584,High
12664.0,8,10,4863.88,3136.5658082142845,High
12665.0,325,2,61.75,21.16193333333333,Low
12666.0,359,1,-227.44,-23.058638730158723,Low
12667.0,58,1,620.13,503.4579214538239,Medium
12668.0,7,6,3743.18,1787.4567856746028,High
12669.0,151,4,1607.73,1236.1560349999993,High
12670.0,10,6,2986.15,2167.8362963492063,High
12672.0,330,1,225.89999999999998,388.9596579761905,Low
12673.0,5,2,610.52,573.1201189749142,Medium
12674.0,12,7,1919.31,1515.323051190477,High
12676.0,25,6,1331.39,1736.0176961111108,High
12678.0,42,13,17588.26,12716.29816666667,High
12679.0,52,9,1058.67,2715.629575952382,High
12680.0,1,4,862.81,1248.6238237409814,High
12681.0,15,27,13677.59,11447.8224,High
12682.0,4,31,12288.22,31862.402567142843,High
12683.0,4,20,8221.09,7303.742933333333,High
12684.0,8,7,2283.63,2350.14862766234,High
12685.0,28,6,2863.08,1876.6391001190466,High
12686.0,372,1,89.14,185.19830470039764,Low
12688.0,114,1,4873.8099999999995,1617.121341349206,High
12689.0,26,2,1247.61,589.6888955158729,Medium
12690.0,206,1,389.01,644.2317347619049,Medium
12691.0,28,6,1035.8,1876.6391001190466,High
12693.0,121,6,830.96,835.0007000000011,Medium
12694.0,70,2,869.67,678.4013292857143,Medium
12695.0,7,4,582.1,537.7751909235203,Medium
12697.0,21,5,939.02,2786.1526378571416,High
12700.0,8,6,4867.99,2817.6476150829735,High
12701.0,80,2,797.71,252.91469500000014,Low
12702.0,20,1,219.0,202.77859992784997,Low
12703.0,64,2,274.7,520.5618287727226,Medium
12704.0,7,10,2220.84,2920.8907835714285,High
12705.0,15,14,6814.24,5316.266348888889,High
12707.0,292,1,603.42,311.52040071789355,Low
12708.0,30,16,2616.32,4429.094300000004,High
12709.0,3,26,9294.1,14700.560785714288,High
12710.0,97,4,1130.57,1029.3756000000017,Medium
12712.0,23,17,4241.63,4509.019860000001,High
12713.0,1,1,848.55,475.38135785714286,Medium
12714.0,9,5,4708.86,2026.4099077513858,High
12715.0,106,1,353.86,237.12064168470408,Low
12716.0,4,2,1053.49,428.49394425039776,Low
12717.0,151,3,980.98,280.5778133333331,Low
12718.0,71,1,238.25,316.4253522005772,Low
12719.0,5,3,608.1,927.3077150000001,Medium
12720.0,3,29,5713.28,9798.096524999983,High
12721.0,32,7,2628.98,1483.1310625108222,High
12722.0,85,6,904.33,1641.353589285714,High
12723.0,4,5,725.07,1319.536515356588,High
12724.0,5,4,1031.41,1268.0520081349196,High
12725.0,371,1,427.8,310.953336084471,Low
12726.0,28,7,2609.1,1865.679319523811,High
12727.0,11,9,3947.7,2409.898616666662,High
12728.0,71,4,836.33,739.7998698015875,Medium
12729.0,114,1,453.01,1617.121341349206,High
12731.0,24,14,18793.41,3540.46278611111,High
12732.0,180,1,236.26000000000002,277.8936590476187,Low
12733.0,234,1,383.95,214.68517874819628,Low
12734.0,353,1,110.39999999999999,715.5829533333335,Medium
12735.0,315,2,779.5699999999999,1199.0193276190478,Medium
12736.0,333,1,234.0,177.38042642857147,Low
12738.0,372,1,155.35,185.19830470039764,Low
12739.0,78,2,1013.04,906.8735650000001,Medium
12740.0,64,1,427.6,299.1686030774208,Low
12743.0,134,2,546.43,506.50659666666667,Medium
12744.0,52,10,9120.39,5145.129247380953,High
12747.0,2,11,4196.01,2929.830289761905,High
12748.0,1,224,29072.1,96122.83629999994,High
12749.0,4,8,3868.2,2022.4327716305907,High
12750.0,129,1,275.88,143.59563190476197,Low
12752.0,81,1,4366.78,878.8441958476246,Medium
12753.0,4,11,21024.01,8592.100325476189,High
12754.0,236,5,2949.12,2321.540799999997,High
12755.0,250,4,2203.2,1653.2707666666674,High
12756.0,87,1,112.07999999999998,384.04606333333356,Low
12757.0,16,19,4227.7,5499.276150000003,High
12758.0,117,2,2791.59,1007.1803730555554,Medium
12759.0,52,3,1531.44,1732.8198442063501,High
12762.0,8,2,1898.52,945.7483736593962,Medium
12763.0,138,2,494.08,354.88662000000016,Low
12764.0,317,1,1693.88,1051.690610000001,Medium
12766.0,4,7,6989.63,2779.0580037662335,High
12769.0,239,1,1143.6,496.5513034523808,Medium
12770.0,211,1,1351.45,649.9095354761906,Medium
12772.0,60,1,892.47,365.48054846930836,Low
12775.0,17,6,1351.24,3190.928707857144,High
12778.0,20,7,804.23,1247.2833308333331,High
12779.0,21,12,3868.7,3746.1498228571477,High
12781.0,21,5,707.72,2786.1526378571416,High
12782.0,5,6,2273.32,2152.7959323845625,High
12783.0,2,8,1603.87,2944.0492355447336,High
12784.0,9,2,574.42,684.8813726534312,Medium
12785.0,3,2,305.71,314.33565403679654,Low
12787.0,10,3,463.66,1804.8590071825397,High
12789.0,65,1,91.85,252.8093737318564,Low
12790.0,192,1,324.92,240.9590077380952,Low
12791.0,374,1,192.60000000000002,214.2294832783883,Low
12792.0,257,1,400.53999999999996,336.45067777777774,Low
12793.0,335,2,545.48,629.7366000000006,Medium
12794.0,53,2,860.41,517.0112165079371,Medium
12795.0,19,1,430.48,446.83007673322095,Low
12797.0,360,3,194.18,249.5526,Low
12798.0,10,3,6977.04,1804.8590071825397,High
12802.0,184,2,412.58,217.97291869047618,Low
12808.0,37,3,483.65000000000003,632.0432398809528,Medium
12809.0,168,2,484.36,1309.7280583333327,High
12811.0,261,3,514.85,494.6771999999994,Medium
12812.0,45,1,229.64000000000001,213.65732523809527,Low
12814.0,102,1,125.92,233.3132333333333,Low
12815.0,148,2,1063.46,756.5908483333332,Medium
12816.0,96,2,572.2,612.4761360245309,Medium
12817.0,281,1,166.04,250.38222190476202,Low
12818.0,178,2,1517.88,799.1744409523816,Medium
12820.0,3,4,942.34,1278.1577383005888,High
12821.0,214,1,92.72,706.2103791666672,Medium
12822.0,71,3,918.98,732.8738992857143,Medium
12823.0,75,5,1759.5,1511.4835666666668,High
12824.0,60,1,397.12,365.48054846930836,Low
12826.0,3,8,1468.1200000000001,2970.6792073015877,High
12827.0,6,3,430.15000000000003,599.3328280952383,Medium
12828.0,3,6,1018.71,1585.233715526696,High
12829.0,322,3,253.05,295.76349999999957,Low
12830.0,38,7,6748.4,4717.787447619051,High
12831.0,262,1,215.05,208.481023604451,Low
12832.0,32,2,383.03,647.6928943975469,Medium
12833.0,145,1,417.38,-615.6035120238093,Low
12834.0,283,1,312.38,358.2111066666667,Low
12836.0,59,4,2612.86,1573.0811938528134,High
12837.0,173,1,134.1,335.68784583333326,Low
12838.0,34,2,683.13,554.9339508608052,Medium
12839.0,3,16,5583.62,3458.4575072619,High
12840.0,144,6,2714.27,2463.450899999996,High
12841.0,5,26,3876.4,10132.806675000007,High
12842.0,70,2,1118.99,678.4013292857143,Medium
12843.0,66,9,1680.76,1949.9547000000011,High
12844.0,29,2,325.96000000000004,417.4608530999555,Low
12845.0,267,4,354.09,776.6205899999991,Medium
12847.0,22,1,871.54,399.0458239317218,Low
12849.0,31,2,1050.8899999999999,583.7604043478741,Medium
12851.0,97,1,135.18,345.6021872222225,Low
12852.0,290,2,299.75,222.15684999999982,Low
12853.0,108,9,1881.7,2015.6199000000006,High
12854.0,79,5,1289.15,1487.0942583333326,High
12855.0,373,1,38.1,217.66488205502242,Low
12856.0,8,8,2162.68,2443.5021744444443,High
12857.0,211,2,1106.4,640.2538859523806,Medium
12863.0,52,2,504.2,920.6871773809527,Medium
12864.0,138,1,147.12,331.9759557142858,Low
12865.0,26,3,1548.07,911.6452395616881,Medium
12866.0,283,1,559.12,358.2111066666667,Low
12867.0,26,10,3986.22,3147.7834499999985,High
12868.0,186,6,1607.0600000000002,1371.7278749999987,High
12870.0,366,1,-14.899999999999999,169.42303882756124,Low
12871.0,84,2,380.64,483.4787500937949,Medium
12872.0,327,2,599.97,425.41815000000037,Low
12873.0,282,1,374.0,273.12088531746036,Low
12875.0,143,2,343.2300000000001,198.82265638888904,Low
12876.0,58,2,2218.02,645.1082172619048,Medium
12877.0,4,12,1535.77,2723.5669838095237,High
12878.0,18,3,841.64,2958.1918024025967,High
12879.0,45,4,552.5699999999999,1436.0485763888894,High
12881.0,276,1,298.0,237.30474881673882,Low
12882.0,9,2,1463.04,684.8813726534312,Medium
12883.0,25,4,703.47,815.8281022619047,Medium
12884.0,88,1,309.05,519.2070718650795,Medium
12885.0,63,4,1158.27,960.5441900000015,Medium
12886.0,68,3,1351.09,808.9931633333348,Medium
12888.0,214,4,313.77,363.3641000000002,Low
12890.0,24,1,380.46999999999997,309.25912857763154,Low
12891.0,186,3,331.0,383.04988499999985,Low
12893.0,31,1,188.14,635.5802154761907,Medium
12895.0,42,3,347.3,486.06796666666685,Medium
12897.0,205,2,216.5,395.6063603571431,Low
12901.0,9,36,16293.1,13653.227200000014,High
12902.0,265,1,138.68,183.61808207070715,Low
12904.0,18,2,509.58,645.8645288416918,Medium
12906.0,12,5,2919.81,1061.7145314285717,Medium
12908.0,59,4,246.0,1573.0811938528134,High
12909.0,40,8,2128.83,2771.3308249999986,High
12910.0,23,8,3075.04,2951.0215516666663,High
12912.0,3,5,1662.3,1568.1634073579207,High
12913.0,5,5,2483.63,1511.1537395238092,High
12915.0,149,2,363.65,709.3437549999995,Medium
12916.0,139,5,2982.35,2140.660525000001,High
12917.0,128,1,594.0,302.12931309523816,Low
12919.0,8,8,1301.44,2443.5021744444443,High
12920.0,17,1,164.23,159.30631690476193,Low
12921.0,4,50,16389.74,16844.84519999998,High
12922.0,161,1,405.38,322.31857333333346,Low
12923.0,64,1,176.97,299.1686030774208,Low
12924.0,88,5,929.95,1111.062364999999,Medium
12925.0,5,2,694.05,573.1201189749142,Medium
12928.0,35,5,2062.7000000000003,1183.0526100000004,Medium
12929.0,122,2,105.1,239.53589999999994,Low
12930.0,78,4,409.9,1254.7053373809513,High
12931.0,22,20,33462.81,23408.637633333346,High
12933.0,24,4,606.28,923.9963950677101,Medium
12935.0,2,8,2156.45,2944.0492355447336,High
12936.0,17,5,1012.9,1951.6871995634908,High
12937.0,15,4,1504.27,1331.1664817063495,High
12938.0,26,1,114.14,245.24503547119556,Low
12939.0,64,8,11581.8,8360.494183333343,High
12940.0,46,4,876.29,1111.1342035714283,Medium
12942.0,131,3,683.9,746.3392000000005,Medium
12943.0,301,1,-3.75,59.05086666666665,Low
12944.0,36,2,604.51,797.8243112698416,Medium
12945.0,288,1,462.95,333.4149111904761,Low
12947.0,144,11,1407.29,1803.3192000000004,High
12948.0,16,8,2053.7,3059.21619,High
12949.0,31,10,4143.02,3935.468300000002,High
12950.0,2,3,1843.0,664.959410327075,Medium
12951.0,9,8,1042.07,2601.1375263492055,High
12952.0,6,5,1382.8400000000001,1256.976869246032,High
12953.0,10,1,329.85,224.241162579365,Low
12955.0,1,14,4734.26,3452.5277583333313,High
12956.0,306,1,108.07,231.83677226190503,Low
12957.0,4,12,3979.04,2723.5669838095237,High
12962.0,7,2,266.39,1020.0867529148629,Medium
12963.0,8,9,1841.03,2661.4986125793644,High
12965.0,89,1,771.91,446.1514328571431,Low
12966.0,10,1,160.18,224.241162579365,Low
12967.0,3,4,1194.75,1278.1577383005888,High
12968.0,112,1,135.95,228.9262861538461,Low
12970.0,7,4,452.24,537.7751909235203,Medium
12971.0,4,89,10930.26,84217.95219999991,High
12974.0,198,1,144.8,318.46263333333314,Low
12976.0,212,1,738.6,540.8665149999999,Medium
12977.0,156,1,39.239999999999995,613.7485160714286,Medium
12980.0,156,12,7092.06,5287.9072,High
12981.0,30,2,372.21999999999997,732.2930476190476,Medium
12982.0,240,2,377.2,459.56107392857143,Medium
12984.0,19,1,97.5,446.83007673322095,Low
12985.0,1,3,1215.6200000000001,729.1812397005758,Medium
12987.0,74,3,545.0,675.0891452380954,Medium
12988.0,292,1,535.32,311.52040071789355,Low
12989.0,3,19,6854.51,6810.873766666672,High
12990.0,31,3,409.5,1091.227285468975,Medium
12991.0,23,2,503.76,363.83577224386715,Low
12993.0,23,4,414.76,1497.5967886904757,High
12994.0,4,5,902.22,1319.536515356588,High
12995.0,78,2,200.72,906.8735650000001,Medium
12997.0,22,7,1197.94,1591.7375267857144,High
12999.0,196,3,455.88,752.4198614285706,Medium
13000.0,107,3,534.85,1054.3137699999988,Medium
13001.0,4,15,9797.92,5602.2953933333265,High
13002.0,318,1,120.94999999999999,302.3243552777778,Low
13003.0,106,3,149.05,557.126312857143,Medium
13004.0,12,22,5613.43,5076.021070000002,High
13005.0,174,3,468.95,494.76153333333366,Medium
13006.0,56,1,81.57,358.6896156818179,Low
13008.0,323,2,178.46999999999997,250.69951579365087,Low
13011.0,372,1,50.550000000000004,185.19830470039764,Low
13012.0,9,11,1311.6200000000001,2989.2375633658007,High
13013.0,1,15,4786.99,5483.851480714282,High
13014.0,3,16,3365.43,3458.4575072619,High
13015.0,53,5,3346.28,2384.603748571428,High
13016.0,73,3,789.89,1126.5205354761902,Medium
13017.0,7,1,204.0,297.1140185714285,Low
13018.0,16,29,7272.75,11473.776399999999,High
13021.0,4,12,2584.4,2723.5669838095237,High
13023.0,64,2,689.9,520.5618287727226,Medium
13026.0,1,8,936.15,1521.0734409523786,High
13027.0,114,6,6912.0,3554.851789999997,High
13028.0,23,3,659.68,1086.1289613046674,Medium
13029.0,31,3,1247.5,1091.227285468975,Medium
13030.0,11,2,799.48,523.2930599948661,Medium
13032.0,39,3,996.52,596.799246626984,Medium
13033.0,357,1,190.55,327.3220500000006,Low
13034.0,55,2,642.77,571.6478897619045,Medium
13035.0,58,3,886.63,709.271021904762,Medium
13037.0,138,3,881.07,714.4493000000001,Medium
13038.0,80,3,908.46,671.4200833333329,Medium
13040.0,9,2,676.99,684.8813726534312,Medium
13043.0,254,2,471.57,359.05301198412707,Low
13044.0,291,1,560.47,311.52040071789355,Low
13045.0,99,1,305.28000000000003,151.35666666666654,Low
13046.0,31,2,629.31,583.7604043478741,Medium
13047.0,32,18,3079.1,3964.4413333333296,High
13048.0,14,5,1805.91,1423.3917026190493,High
13049.0,64,2,656.6800000000001,520.5618287727226,Medium
13050.0,9,28,5684.61,6587.396799999993,High
13052.0,212,1,348.15000000000003,540.8665149999999,Medium
13055.0,64,4,1201.96,1213.992884761905,Medium
13058.0,25,3,271.40000000000003,808.010199173531,Medium
13059.0,250,1,183.4,374.6184265873018,Low
13060.0,254,1,307.53,401.90282809523814,Low
13061.0,72,1,248.61,603.9513199741923,Medium
13062.0,191,1,346.98,333.3034416666664,Low
13064.0,13,4,1119.49,1402.273155952381,High
13065.0,373,1,205.86,217.66488205502242,Low
13066.0,24,3,430.9,616.131740305528,Medium
